ticker,issue,price_date,raw_close_usd,reported_ttm_eps_usd,eps_adjustment_usd,starting_eps_usd,reported_trailing_pe,starting_pe,eps_period_end,eps_status,eps_source_urls,company_evidence_url,case,years,eps_cagr,exit_pe,annual_price_return_hurdle,terminal_eps_usd,terminal_price_usd,price_return,annualized_price_return,break_even_eps_cagr,eps_cagr_for_hurdle,maximum_entry_for_hurdle_usd,required_entry_discount,assumption_status,probability_weight,dividends_included,eps_adjustment_reason,assumption_rationale
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,lower,2,-0.05,16,0.1,14.042900000000001,224.68640000000002,-0.4342388283414341,-0.24782902764160997,0.2630107181899457,0.38931179000894045,185.69123966942146,0.5324287837532514,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,central,1,0.12,20,0.1,17.427200000000003,348.54400000000004,-0.1223649414714767,-0.1223649414714767,0.276156859410146,0.4037725453511607,316.85818181818183,0.20214994679225162,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,central,2,0.12,20,0.1,19.518464000000005,390.3692800000001,-0.01704873444805377,-0.008561012693193426,0.12967112887341958,0.24263824176076154,322.6192396694215,0.18764358218847432,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,upper,1,0.2,24,0.1,18.672,448.12800000000004,0.12838793239381574,0.12838793239381574,0.06346404950845508,0.16981045445930065,407.3890909090909,-0.025807211267105057,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,upper,2,0.2,24,0.1,22.4064,537.7536,0.35406551887257853,0.16364320943860555,0.031243933077162334,0.13436832638487872,444.4244628099173,-0.11906241229138703,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,lower,1,-0.05,11,0.1,22.173,243.903,-0.319922512720479,-0.319922512720479,0.3968996441864825,0.5365896086051307,221.72999999999996,0.38174773883679913,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,lower,2,-0.05,11,0.1,21.064349999999997,231.70784999999998,-0.353926387084455,-0.19621295549409046,0.18190509102316788,0.30009560012548464,191.49409090909086,0.4660548653590538,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,central,1,0.05,13,0.1,24.507,318.591,-0.11166911948655855,-0.11166911948655855,0.18199200661933124,0.30019120728126447,289.6281818181818,0.1924264722605079,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,central,2,0.05,13,0.1,25.73235,334.52055,-0.06725257546088648,-0.03421150113541238,0.08719455785031016,0.19591401363534122,276.4632644628099,0.22913435988503028,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,upper,1,0.1,15,0.1,25.674000000000003,385.11000000000007,0.07380655886240195,0.07380655886240195,0.02439307240342048,0.12683237964376248,350.1,0.02381221921599841,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
JPM,fed_rates,2026-09-04,358.6400146484375,23.34,0.0,23.34,15.365896086051308,15.365896086051308,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/19617/000162828026054343/jpm-20260630.htm|https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/a2q26erfexhibit991narrative.htm,upper,2,0.1,15,0.1,28.241400000000006,423.6210000000001,0.1811872147486422,0.08682437162065981,0.01212305200673125,0.11333535720740451,350.1,0.023812219215998298,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS. No industrial EBIT-margin or cash-FCF measure is calculated for this bank.,"-5/5/10% EPS growth and 11/13/15x stress credit normalization, balanced growth and stronger execution. No bank FCF or zero-debt assumption is used."
